article_id,category_id,created_at_ts,words_count
104,1,1373644113000,227
105,1,1373542968000,218
106,1,1372960870000,165
107,1,1374139167000,296
108,1,1372867932000,160
109,1,1375219676000,228
110,1,1372698478000,270
111,1,1374500335000,188
112,1,1373457764000,175
113,1,1374402861000,280
114,1,1375368564000,123
115,1,1375805744000,241
116,1,1375348555000,183
117,1,1375446904000,259
118,1,1375355622000,155
119,1,1375436540000,200
120,1,1377856555000,202
121,1,1378836835000,152
122,1,1378911140000,221
123,1,1378472522000,187
124,1,1379327531000,242
125,1,1378460105000,163
126,1,1378895680000,214
127,1,1379930875000,266
128,1,1378920227000,98
129,1,1378800493000,153
130,1,1380456892000,216
131,1,1380362056000,215
132,1,1378372859000,170
133,1,1379508132000,176
134,1,1379669326000,181
135,1,1378638111000,210
136,1,1380015393000,271
137,1,1378998273000,187
138,1,1378925599000,282
139,1,1378409391000,211
140,1,1380284014000,271
141,1,1380212560000,223
142,1,1378391384000,192
143,1,1380577487000,239
144,1,1378753932000,208
145,1,1378381201000,187
146,1,1380521620000,213
147,1,1383062853000,142
148,1,1382353068000,130
149,1,1380661987000,159
150,1,1382443462000,215
151,1,1382709300000,232
152,1,1381407002000,145
153,1,1382010779000,107
154,1,1383215708000,187
155,1,1381241589000,222
156,1,1381829105000,240
157,1,1382619465000,217
158,1,1383065144000,282
159,1,1380620682000,168
160,1,1382882094000,208
161,1,1383083371000,234
162,1,1380797986000,218
163,1,1383202080000,244
164,1,1381055069000,157
165,1,1383247374000,218
166,1,1382001660000,171
167,1,1382612248000,156
168,1,1382028516000,180
169,1,1383043310000,151
170,1,1381266279000,227
171,1,1382375774000,171
172,1,1383827112000,141
173,1,1384605641000,206
174,1,1385222548000,183
175,1,1384783115000,221
176,1,1385390672000,159
177,1,1383932732000,239
178,1,1384687396000,151
179,1,1384005901000,190
180,1,1384093127000,160
181,1,1384424356000,246
182,1,1385164776000,164
183,1,1385039095000,201
184,1,1384208121000,184
185,1,1383738022000,197
186,1,1384898071000,222
187,1,1383395927000,168
188,1,1383560972000,142
189,1,1385551164000,218
190,1,1385728765000,283
191,1,1384797989000,201
192,1,1384969242000,119
193,1,1383301733000,244
194,1,1384959126000,161
195,1,1383393441000,183
196,1,1385738132000,168
197,1,1385647290000,207
198,1,1383328228000,186
199,1,1384016564000,246
200,1,1387539898000,230
201,1,1387809233000,242
202,1,1388488675000,177
203,1,1387710450000,233
204,1,1387891662000,189
205,1,1388247576000,185
206,1,1387717638000,237
207,1,1386588105000,172
208,1,1387711548000,187
209,1,1387641275000,196
210,1,1386514648000,170
211,1,1387470366000,173
212,1,1387723313000,169
213,1,1387714854000,281
214,1,1387841352000,178
215,1,1387821080000,236
216,1,1386429794000,239
217,1,1386069766000,222
218,1,1387223184000,228
219,1,1386244263000,229
220,1,1387202098000,196
221,1,1387713536000,225
222,1,1387024824000,244
223,1,1386682589000,172
224,1,1386544086000,193
225,1,1386879601000,167
226,1,1388507863000,215
227,1,1387358897000,220
228,1,1386425671000,159
229,1,1388856827000,205
230,1,1389094609000,229
231,1,1390846039000,200
232,1,1389118731000,198
233,1,1388751991000,134
234,1,1389006947000,245
235,1,1389288156000,196
236,1,1389786493000,175
237,1,1389385494000,180
238,1,1390130453000,181
239,1,1390651798000,272
240,1,1388750821000,205
241,1,1388535286000,161
242,1,1390766689000,112
243,1,1391082034000,244
244,1,1390497218000,181
245,1,1391019687000,155
246,1,1389540490000,226
247,1,1388754031000,232
248,1,1390145893000,200
249,1,1389031320000,231
250,1,1390504860000,148
251,1,1390506330000,184
252,1,1388840143000,182
253,1,1391076465000,218
254,1,1389349489000,239
255,1,1390569181000,227
256,1,1389880377000,168
257,1,1390219950000,208
258,1,1390406534000,177
259,1,1388770268000,181
260,1,1393451251000,207
261,1,1392642789000,182
262,1,1391525066000,206
263,1,1393423644000,214
264,1,1391347460000,153
265,1,1392715393000,165
266,1,1392849800000,176
267,1,1393580015000,273
268,1,1392284699000,256
269,1,1391803352000,176
270,1,1392154723000,415
271,1,1392045725000,188
272,1,1392662222000,187
273,1,1393161650000,262
274,1,1391624534000,206
275,1,1392027909000,193
276,1,1393508416000,201
277,1,1392474918000,195
278,1,1393584621000,198
279,1,1392888445000,188
280,1,1393582759000,193
281,1,1392218779000,299
282,1,1391515798000,216
283,1,1392036581000,215
284,1,1391797467000,260
285,1,1393360614000,243
286,1,1391616484000,235
287,1,1392818220000,119
288,1,1392717983000,229
289,1,1394363523000,218
290,1,1396174882000,255
291,1,1394100414000,217
292,1,1393963102000,194
293,1,1395313230000,292
294,1,1394210182000,227
295,1,1393764150000,191
296,1,1395948986000,182
297,1,1394432529000,247
298,1,1395842000000,158
299,1,1393874968000,285
300,1,1394190032000,190
301,1,1394968196000,286
302,1,1398267685000,197
303,1,1397306037000,191
304,1,1397818691000,169
305,1,1397471847000,217
306,1,1397502177000,179
307,1,1397212396000,183
308,1,1398764949000,193
309,1,1396996113000,326
310,1,1397554000000,179
311,1,1398357422000,228
312,1,1396378411000,220
313,1,1398244395000,164
314,1,1398187450000,230
315,1,1396891900000,183
316,1,1397663403000,221
317,1,1396528877000,247
318,1,1397222339000,177
319,1,1397206685000,253
320,1,1398797720000,201
321,1,1397646457000,179
322,1,1398279905000,240
323,1,1398371468000,290
324,1,1399678065000,223
325,1,1400585549000,208
326,1,1399892141000,315
327,1,1399471193000,214
328,1,1401364781000,250
329,1,1399207085000,172
330,1,1400800529000,222
331,1,1399895644000,233
332,1,1399718640000,164
333,1,1401050746000,224
334,1,1400500940000,158
335,1,1401361979000,237
336,1,1400581423000,285
337,1,1399306462000,221
338,1,1399654960000,233
339,1,1400760788000,260
340,1,1400070857000,202
341,1,1400246931000,188
342,1,1400245869000,203
343,1,1400005976000,237
344,1,1401120157000,203
345,1,1401019873000,215
346,1,1401040222000,180
347,1,1400343782000,197
348,1,1401479612000,291
349,1,1401473451000,168
350,1,1402081034000,223
351,1,1403652086000,167
352,1,1402160888000,213
353,1,1401621487000,179
354,1,1402335551000,219
355,1,1403442435000,192
356,1,1402340449000,210
357,1,1402230033000,223
358,1,1404041816000,191
359,1,1403967848000,213
360,1,1403347756000,154
361,1,1401801182000,239
362,1,1404165992000,261
363,1,1402568456000,265
364,1,1402910171000,152
365,1,1403611072000,148
366,1,1403815468000,175
367,1,1402916556000,165
368,1,1403108297000,202
369,1,1402512762000,209
370,1,1402223268000,200
371,1,1405703355000,235
372,1,1405599042000,188
373,1,1405191052000,280
374,1,1406547637000,268
375,1,1405938307000,183
376,1,1405420171000,249
377,1,1404256426000,181
378,1,1404394969000,210
379,1,1404236020000,203
380,1,1404648397000,191
381,1,1405550910000,216
382,1,1406151194000,286
383,1,1405448500000,211
384,1,1404425728000,220
385,1,1404250129000,208
386,1,1404293362000,217
387,1,1404474984000,226
388,1,1406110946000,199
389,1,1405335489000,129
390,1,1406136079000,269
391,1,1404919325000,165
392,1,1406663728000,228
393,1,1408035786000,237
394,1,1407320451000,303
395,1,1407502544000,184
396,1,1408571053000,235
397,1,1408359453000,250
398,1,1407153340000,215
399,1,1409167432000,259
400,1,1406977604000,189
401,1,1407324563000,179
402,1,1408473722000,229
403,1,1408055809000,244
404,1,1409224912000,220
405,1,1408443616000,215
406,1,1408809071000,297
407,1,1408791272000,327
408,1,1409269107000,255
409,1,1407760217000,176
410,1,1408574632000,163
411,1,1409153365000,230
412,1,1408622618000,151
413,1,1408447619000,258
414,1,1408279902000,203
415,1,1408541453000,221
416,1,1409254746000,179
417,1,1408810746000,200
418,1,1409480714000,219
419,1,1408404790000,196
420,1,1409999045000,253
421,1,1409741290000,181
422,1,1410894780000,202
423,1,1411473938000,225
424,1,1410172671000,155
425,1,1409747538000,326
426,1,1410346919000,167
427,1,1411383741000,174
428,1,1411646370000,173
429,1,1412015879000,182
430,1,1411062448000,271
431,1,1410608049000,233
432,1,1409761268000,183
433,1,1411829724000,149
434,1,1410908929000,184
435,1,1411226214000,237
436,1,1410820550000,229
437,1,1409943074000,200
438,1,1409914309000,190
439,1,1411651512000,213
440,1,1409655685000,168
441,1,1411392136000,156
442,1,1412678213000,219
443,1,1414688293000,176
444,1,1413550270000,194
445,1,1412895357000,229
446,1,1414091412000,232
447,1,1414435056000,220
448,1,1412333442000,156
449,1,1413324540000,236
450,1,1414152300000,252
451,1,1413729788000,262
452,1,1414236580000,173
453,1,1413670464000,227
454,1,1412809781000,161
455,1,1414010485000,233
456,1,1414531325000,303
457,1,1414681329000,242
458,1,1412196860000,215
459,1,1412166571000,206
460,1,1413813186000,235
461,1,1414520572000,245
462,1,1416752474000,252
463,1,1417206833000,192
464,1,1414940222000,153
465,1,1416920795000,170
466,1,1415999127000,198
467,1,1415130846000,230
468,1,1415726982000,188
469,1,1415626421000,160
470,1,1417212378000,227
471,1,1416251586000,164
472,1,1415705497000,242
473,1,1415399586000,198
474,1,1414873070000,199
475,1,1416294001000,217
476,1,1416172241000,237
477,1,1415632130000,201
478,1,1416837782000,142
479,1,1414959796000,283
480,1,1415550583000,166
481,1,1415791362000,203
482,1,1415219516000,132
483,1,1414927070000,272
484,1,1416846141000,254
485,1,1415700057000,174
486,1,1415540251000,234
487,1,1414942084000,284
488,1,1414970352000,346
489,1,1416833305000,204
490,1,1417113575000,185
491,1,1415114271000,190
492,1,1416334123000,219
493,1,1415367501000,231
494,1,1415885127000,217
495,1,1418643468000,230
496,1,1417779520000,216
497,1,1417526601000,207
498,1,1418383832000,189
499,1,1417451634000,206
500,1,1418385898000,192
501,1,1417696849000,343
502,1,1417477536000,205
503,1,1419513388000,137
504,1,1418897705000,157
505,1,1418902719000,215
506,1,1417884418000,244
507,1,1418657284000,228
508,1,1418771540000,304
509,1,1417440309000,142
510,1,1418339941000,180
511,1,1418943723000,213
512,1,1417503601000,159
513,1,1419781503000,196
514,1,1419356351000,256
515,1,1417642702000,298
516,1,1419332608000,157
517,1,1419723443000,270
518,1,1418649563000,171
519,1,1418907346000,215
520,1,1419766659000,222
521,1,1419173203000,145
522,1,1419777106000,205
523,1,1418491949000,179
524,1,1420032289000,190
525,1,1420025516000,304
526,1,1419001467000,279
527,1,1417477606000,237
528,1,1419339796000,198
529,1,1419859277000,232
530,1,1422445717000,179
531,1,1421782244000,236
532,1,1422458450000,264
533,1,1421850479000,197
534,1,1422110357000,209
535,1,1422107682000,200
536,1,1421521512000,192
537,1,1420486472000,234
538,1,1422707460000,193
539,1,1421270170000,438
540,1,1421852102000,171
541,1,1420073104000,215
542,1,1420537983000,175
543,1,1421763702000,206
544,1,1422718146000,233
545,1,1420296904000,241
546,1,1420120022000,187
547,1,1420663618000,237
548,1,1421873533000,218
549,1,1421237653000,218
550,1,1422097968000,197
551,1,1422563443000,267
552,1,1420744832000,215
553,1,1422617508000,179
554,1,1422361439000,172
555,1,1420796763000,255
556,1,1422370590000,162
557,1,1421927584000,240
558,1,1421421056000,248
559,1,1420288715000,258
560,1,1420979170000,161
561,1,1422362441000,192
562,1,1420821446000,183
563,1,1421707849000,206
564,1,1423221137000,251
565,1,1423152986000,236
566,1,1423616058000,235
567,1,1424089735000,191
568,1,1423879609000,163
569,1,1423836074000,212
570,1,1424093913000,209
571,1,1423954753000,144
572,1,1424563158000,186
573,1,1425034202000,189
574,1,1424720481000,220
575,1,1422991104000,216
576,1,1422800389000,174
577,1,1425128406000,185
578,1,1425149900000,206
579,1,1423601914000,154
580,1,1423483267000,213
581,1,1424883225000,213
582,1,1423653968000,235
583,1,1422877668000,218
584,1,1423480072000,175
585,1,1424201108000,188
586,1,1422877166000,201
587,1,1424686784000,215
588,1,1422888700000,196
589,1,1424555458000,285
590,1,1422887781000,237
591,1,1423491386000,217
592,1,1423743153000,203
593,1,1425396961000,153
594,1,1426357528000,145
595,1,1425380409000,170
596,1,1426090530000,172
597,1,1425749956000,188
598,1,1426443309000,143
599,1,1426779495000,182
600,1,1426971170000,178
601,1,1426258186000,208
602,1,1427456035000,232
603,1,1426680881000,243
604,1,1425289924000,274
605,1,1427469369000,217
606,1,1425292157000,279
607,1,1425303683000,192
608,1,1427216985000,237
609,1,1426362734000,208
610,1,1425658596000,266
611,1,1429610677000,163
612,1,1429123916000,167
613,1,1428575616000,173
614,1,1428057735000,247
615,1,1429370685000,187
616,1,1429353627000,178
617,1,1428945855000,147
618,1,1428838119000,248
619,1,1429305381000,199
620,1,1428154218000,224
621,1,1428436963000,274
622,1,1427995835000,174
623,1,1428187144000,231
624,1,1429722443000,209
625,1,1429091421000,192
626,1,1428511342000,199
627,1,1428053904000,186
628,1,1430333521000,161
629,1,1429817576000,140
630,1,1428918173000,206
631,1,1428399500000,180
632,1,1430148857000,200
633,1,1432254839000,204
634,1,1431272599000,253
635,1,1430751193000,185
636,1,1431340250000,265
637,1,1431688184000,171
638,1,1431514220000,158
639,1,1432550391000,229
640,1,1431962517000,177
641,1,1432291594000,199
642,1,1432828008000,168
643,1,1431009495000,175
644,1,1430488650000,242
645,1,1432303178000,148
646,1,1431356310000,189
647,1,1432376197000,219
648,1,1432392959000,206
649,1,1431081623000,177
650,1,1430601196000,166
651,1,1431946443000,200
652,1,1432640670000,155
653,1,1431439671000,178
654,1,1431521073000,216
655,1,1431359142000,203
656,1,1430735416000,257
657,1,1432665344000,256
658,1,1431586802000,161
659,1,1431871438000,195
660,1,1432475205000,156
661,1,1432205291000,200
662,1,1432574702000,187
663,1,1432219159000,169
664,1,1431255519000,55
665,1,1433351899000,172
666,1,1433934983000,206
667,1,1434109926000,221
668,1,1433528946000,175
669,1,1434286055000,181
670,1,1433591649000,267
671,1,1434989825000,238
672,1,1434129905000,180
673,1,1435229865000,209
674,1,1435576278000,294
675,1,1434743250000,206
676,1,1433682879000,254
677,1,1433265412000,241
678,1,1433593126000,176
679,1,1434396279000,214
680,1,1433606792000,193
681,1,1434293961000,179
682,1,1433939687000,202
683,1,1435125602000,194
684,1,1434365802000,232
685,1,1435302004000,305
686,1,1433603522000,195
687,1,1435247105000,205
688,1,1434197024000,203
689,1,1434447445000,209
690,1,1433841649000,226
691,1,1433189416000,216
692,1,1435172608000,236
693,1,1435668847000,216
694,1,1435662232000,274
695,1,1435418206000,195
696,1,1434560143000,159
697,1,1433522001000,240
698,1,1434028726000,155
699,1,1433871042000,247
700,1,1435570840000,201
701,1,1433929498000,224
702,1,1433622191000,223
703,1,1435161374000,166
704,1,1434889369000,198
705,1,1436702736000,230
706,1,1436794533000,242
707,1,1437983031000,184
708,1,1435729070000,224
709,1,1436784138000,118
710,1,1436884872000,199
711,1,1437668116000,228
712,1,1437680980000,172
713,1,1436013651000,309
714,1,1436100043000,182
715,1,1437754927000,191
716,1,1437769705000,180
717,1,1436368375000,229
718,1,1435948659000,183
719,1,1436439601000,190
720,1,1436338801000,202
721,1,1436112580000,190
722,1,1437839930000,477
723,1,1435843229000,222
724,1,1437644299000,201
725,1,1436699593000,160
726,1,1437142965000,257
727,1,1438334978000,221
728,1,1436126081000,184
729,1,1436436001000,138
730,1,1435830071000,192
731,1,1438367611000,205
732,1,1438088128000,219
733,1,1437733245000,181
734,1,1436957086000,244
735,1,1437492382000,205
736,1,1436020784000,228
737,1,1436198460000,155
738,1,1437235516000,284
739,1,1437149357000,256
740,1,1438183794000,182
741,1,1436541726000,176
742,1,1438248689000,213
743,1,1436973380000,208
744,1,1441013513000,143
745,1,1439892906000,153
746,1,1438563630000,183
747,1,1439445601000,161
748,1,1438613055000,164
749,1,1439532002000,202
750,1,1438797065000,168
751,1,1439928191000,184
752,1,1439989859000,216
753,1,1439394854000,178
754,1,1439547695000,182
755,1,1438519565000,145
756,1,1440952832000,234
757,1,1441030921000,212
758,1,1440674163000,179
759,1,1438856052000,262
760,1,1438950220000,257
761,1,1438799997000,214
762,1,1439137163000,212
763,1,1438696515000,199
764,1,1440085844000,199
765,1,1440154007000,161
766,1,1439391311000,170
767,1,1439755855000,155
768,1,1439976414000,219
769,1,1439588022000,170
770,1,1440781496000,193
771,1,1440765750000,174
772,1,1438445782000,200
773,1,1440498459000,264
774,1,1438623098000,207
775,1,1438892903000,261
776,1,1440845490000,190
777,1,1440955798000,195
778,1,1440452647000,227
779,1,1440685889000,192
780,1,1438588802000,215
781,1,1439029564000,273
782,1,1443187244000,208
783,1,1441108158000,253
784,1,1443620017000,230
785,1,1441795859000,265
786,1,1441273587000,196
787,1,1441974800000,219
788,1,1441548204000,326
789,1,1442053728000,266
790,1,1443009667000,329
791,1,1443267075000,241
792,1,1442832018000,174
793,1,1442406926000,200
794,1,1441109225000,187
795,1,1443621032000,189
796,1,1443114898000,258
797,1,1443606737000,252
798,1,1443448773000,222
799,1,1441213765000,243
800,1,1441122066000,230
801,1,1442578393000,234
802,1,1442422962000,206
803,1,1441286904000,209
804,1,1442767922000,206
805,1,1442914936000,191
806,1,1441881111000,207
807,1,1441363269000,206
808,1,1443529766000,175
809,1,1442070878000,203
810,1,1441727629000,222
811,1,1443093049000,224
812,1,1442309469000,276
813,1,1442383201000,138
814,1,1443560414000,198
815,1,1441102291000,170
816,1,1443086664000,197
817,1,1441893898000,219
818,1,1442869711000,237
819,1,1442498574000,170
820,1,1443097995000,300
821,1,1441124692000,144
822,1,1443432704000,187
823,1,1442568691000,223
824,1,1442434361000,197
825,1,1442601776000,201
826,1,1445802656000,116
827,1,1444654303000,182
828,1,1444933672000,133
829,1,1445793319000,188
830,1,1445030076000,204
831,1,1444059692000,243
832,1,1445265868000,237
833,1,1444341602000,217
834,1,1446124263000,209
835,1,1445943186000,191
836,1,1443784857000,196
837,1,1445004994000,235
838,1,1444235518000,179
839,1,1444998238000,187
840,1,1445779926000,131
841,1,1444815295000,216
842,1,1445629578000,185
843,1,1444598824000,157
844,1,1444304777000,320
845,1,1446228354000,220
846,1,1445364113000,223
847,1,1445621164000,163
848,1,1443701933000,208
849,1,1445104703000,219
850,1,1445437140000,236
851,1,1444901039000,191
852,1,1446015602000,253
853,1,1444728533000,166
854,1,1445354590000,277
855,1,1444734242000,213
856,1,1445451289000,238
857,1,1445076802000,222
858,1,1443780328000,208
859,1,1445794407000,172
860,1,1444215858000,137
861,1,1445015903000,288
862,1,1445614649000,146
863,1,1444644948000,185
864,1,1446063157000,248
865,1,1447070747000,204
866,1,1446471416000,159
867,1,1446468194000,267
868,1,1448669894000,246
869,1,1447244299000,187
870,1,1446633718000,263
871,1,1448388030000,195
872,1,1447610741000,166
873,1,1448360597000,216
874,1,1447333010000,200
875,1,1446473502000,205
876,1,1446552375000,229
877,1,1448542022000,160
878,1,1448802163000,155
879,1,1448561835000,247
880,1,1446478321000,220
881,1,1447843966000,254
882,1,1447252746000,256
883,1,1446570328000,180
884,1,1447432736000,149
885,1,1448447966000,217
886,1,1447929322000,246
887,1,1448516537000,171
888,1,1448032971000,177
889,1,1446668150000,211
890,1,1448372775000,244
891,1,1446644380000,178
892,1,1448889210000,162
893,1,1448383111000,133
894,1,1447966322000,188
895,1,1448274569000,187
896,1,1448114169000,200
897,1,1448133298000,137
898,1,1447425916000,207
899,1,1446546408000,184
900,1,1448287548000,219
901,1,1448922299000,177
902,1,1446470754000,169
903,1,1448207672000,196
904,1,1448105492000,154
905,1,1448881374000,165
906,1,1447151773000,162
907,1,1446733813000,199
908,1,1446463536000,258
909,1,1448637437000,198
910,1,1446815567000,304
911,1,1447240746000,191
912,1,1446381980000,216
913,1,1446398829000,151
914,1,1449836912000,191
915,1,1450949761000,280
916,1,1451170914000,153
917,1,1449573517000,221
918,1,1451570079000,185
919,1,1449482329000,238
920,1,1450706434000,165
921,1,1451341805000,160
922,1,1450093619000,171
923,1,1451316307000,191
924,1,1450637303000,146
925,1,1449061646000,195
926,1,1449234125000,211
927,1,1449934134000,175
928,1,1451070325000,173
929,1,1451508484000,191
930,1,1449644402000,177
931,1,1451048168000,222
932,1,1449866295000,177
933,1,1449859134000,170
934,1,1450784423000,234
935,1,1448985095000,370
936,1,1451485703000,218
937,1,1450293542000,165
938,1,1451479327000,229
939,1,1450162802000,162
940,1,1450101861000,153
941,1,1450529045000,206
942,1,1451145818000,180
943,1,1451389309000,139
944,1,1450422002000,213
945,1,1450214558000,211
946,1,1449347133000,203
947,1,1450035381000,186
948,1,1450876661000,187
949,1,1450994551000,211
950,1,1450480637000,191
951,1,1450535932000,323
952,1,1450111861000,178
953,1,1449524178000,235
954,1,1449763263000,199
955,1,1449672634000,210
956,1,1448997561000,271
957,1,1450296708000,184
958,1,1450731316000,214
959,1,1449436315000,131
960,1,1450356472000,271
961,1,1451602136000,156
962,1,1451340442000,153
963,1,1449084442000,198
964,1,1450185715000,182
965,1,1451488922000,177
966,1,1450881877000,214
967,1,1450114942000,151
968,1,1453478007000,182
969,1,1451824051000,250
970,1,1452901776000,197
971,1,1452786203000,212
972,1,1453979278000,162
973,1,1453205323000,224
974,1,1452600352000,171
975,1,1451648804000,216
976,1,1453295421000,233
977,1,1452722877000,187
978,1,1451654979000,215
979,1,1452599268000,173
980,1,1453302644000,221
981,1,1454020599000,200
982,1,1452278719000,161
983,1,1453734860000,150
984,1,1451998395000,248
985,1,1453249194000,177
986,1,1453345534000,178
987,1,1453907582000,215
988,1,1452272478000,223
989,1,1454162617000,243
990,1,1452961773000,236
991,1,1453751363000,177
992,1,1452668403000,206
993,1,1453396124000,186
994,1,1453298106000,169
995,1,1453136183000,195
996,1,1452951587000,208
997,1,1452948463000,162
998,1,1452269021000,156
999,1,1452353830000,178
1000,1,1452776980000,198
1001,1,1453889513000,269
1002,1,1452959519000,241
1003,1,1453803512000,203
1004,1,1453551466000,165
1005,1,1452232015000,290
1006,1,1452527333000,182
1007,1,1453819759000,187
1008,1,1454092894000,194
1009,1,1453127189000,156
1010,1,1451652682000,227
1011,1,1452160185000,236
1012,1,1451908369000,213
1013,1,1453938950000,180
1014,1,1452258185000,145
1015,1,1451921959000,226
1016,1,1453244320000,142
1017,1,1453731539000,214
1018,1,1451833456000,278
1019,1,1452864535000,257
1020,1,1453110557000,260
1021,1,1453907663000,198
1022,1,1451618419000,233
1023,1,1452524548000,172
1024,1,1452894851000,145
1025,1,1452168717000,183
1026,1,1453151346000,197
1027,1,1451829262000,205
1028,1,1456735663000,187
1029,1,1454927448000,224
1030,1,1455889425000,175
1031,1,1455723225000,206
1032,1,1455460791000,224
1033,1,1455796551000,185
1034,1,1455616555000,197
1035,1,1456165976000,174
1036,1,1455269688000,158
1037,1,1454331304000,174
1038,1,1455967316000,193
1039,1,1454580487000,153
1040,1,1455617373000,183
1041,1,1456568357000,251
1042,1,1454418879000,193
1043,1,1456349191000,268
1044,1,1455061490000,181
1045,1,1455636721000,224
1046,1,1454414529000,175
1047,1,1456064474000,154
1048,1,1455482565000,235
1049,1,1454417481000,175
1050,1,1455890368000,212
1051,1,1455903793000,162
1052,1,1454622574000,235
1053,1,1455466048000,183
1054,1,1456226422000,211
1055,1,1455628209000,217
1056,1,1455031475000,128
1057,1,1455635148000,195
1058,1,1455541903000,205
1059,1,1455874231000,163
1060,1,1454433802000,244
1061,1,1454446745000,171
1062,1,1455201011000,143
1063,1,1454514188000,190
1064,1,1455806530000,200
1065,1,1454848364000,196
1066,1,1456130392000,158
1067,1,1454406839000,207
1068,1,1454964702000,159
1069,1,1456312511000,148
1070,1,1459166968000,183
1071,1,1458678262000,149
1072,1,1457561069000,225
1073,1,1457384501000,181
1074,1,1457284875000,142
1075,1,1457008090000,227
1076,1,1458318752000,192
1077,1,1456830217000,183
1078,1,1456847827000,226
1079,1,1458825684000,214
1080,1,1458562804000,206
1081,1,1458219373000,261
1082,1,1456909516000,214
1083,1,1457443564000,221
1084,1,1457697214000,204
1085,1,1459265554000,253
1086,1,1456995458000,201
1087,1,1457863202000,221
1088,1,1459434816000,206
1089,1,1458557318000,204
1090,1,1457794800000,207
1091,1,1457474499000,178
1092,1,1457779031000,247
1093,1,1458138712000,226
1094,1,1458224626000,195
1095,1,1456930678000,195
1096,1,1458032012000,222
1097,1,1458637017000,181
1098,1,1458223491000,155
1099,1,1457965044000,164
1100,1,1457001471000,205
1101,1,1458057281000,164
1102,1,1458564519000,210
1103,1,1458290938000,195
1104,1,1458211972000,185
1105,1,1458253256000,227
1106,1,1458228902000,233
1107,1,1458589814000,257
1108,1,1457808666000,190
1109,1,1458039076000,249
1110,1,1458111602000,139
1111,1,1456997459000,207
1112,1,1458921542000,154
1113,1,1458676654000,200
1114,1,1457514103000,246
1115,1,1458550677000,227
1116,1,1457282635000,215
1117,1,1458731214000,209
1118,1,1457689766000,250
1119,1,1457620035000,201
1120,1,1457618108000,207
1121,1,1458124546000,265
1122,1,1458808818000,206
1123,1,1457475824000,189
1124,1,1457797097000,193
1125,1,1461432916000,171
1126,1,1460390814000,293
1127,1,1460017885000,261
1128,1,1460295719000,210
1129,1,1460136748000,257
1130,1,1462012726000,227
1131,1,1461929798000,178
1132,1,1461927179000,246
1133,1,1461153004000,246
1134,1,1461150304000,173
1135,1,1460039837000,284
1136,1,1461249013000,209
1137,1,1459861965000,226
1138,1,1461671402000,204
1139,1,1460150134000,269
1140,1,1461182096000,177
1141,1,1460645494000,261
1142,1,1460637567000,226
1143,1,1461503245000,201
1144,1,1461510019000,168
1145,1,1461241471000,148
1146,1,1461068669000,212
1147,1,1460755572000,189
1148,1,1461093716000,210
1149,1,1460378012000,197
